locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,293,µg/m³,28.73282,77.170633
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,116.03,µg/m³,28.588333,77.221667
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,243,µg/m³,28.636429,77.201067
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,191,µg/m³,28.5504249,77.2159377
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,254.61,µg/m³,28.5627763,77.1180053
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,239,µg/m³,28.7762,77.051074
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,243,µg/m³,28.647622,77.315809
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,76.69,µg/m³,28.6514781,77.1473105
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,302,µg/m³,28.623763,77.287209
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,251,µg/m³,28.5710274,77.0719006
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,158.8,µg/m³,28.656756,77.227234
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,262,µg/m³,28.628624,77.24106
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,261,µg/m³,28.570173,76.933762
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,256,µg/m³,28.530785,77.271255
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,273,µg/m³,28.822836,77.101981
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,239.17,µg/m³,28.5512005,77.2735737
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,184.43,µg/m³,28.639645,77.146262
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,271,µg/m³,28.674045,77.131023
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,211,µg/m³,28.611281,77.237738
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,142.39,µg/m³,28.7256504,77.2011573
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,200,µg/m³,28.531346,77.190156
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,272,µg/m³,28.815329,77.15301
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,267,µg/m³,28.56789,77.250515
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,272,µg/m³,28.672342,77.31526
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,212,µg/m³,28.58028,77.233829
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,229,µg/m³,28.498571,77.26484
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,320,µg/m³,28.699793,77.165453
5570,"Aya Nagar, Delhi - IMD",Delhi,IN,2021-11-04T00:45:00+00:00,2021-11-04T06:15:00+05:30,pm25,210.71,µg/m³,28.4706914,77.1099364
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-04T00:30:00+00:00,2021-11-04T06:00:00+05:30,pm25,245.16,µg/m³,28.6573814,77.1585447
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-04T00:30:00+00:00,2021-11-04T06:00:00+05:30,pm25,250.84,µg/m³,28.60909,77.0325413
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,269,µg/m³,28.710508,77.249485
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,255,µg/m³,28.570173,76.933762
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,156.78,µg/m³,28.7256504,77.2011573
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,256,µg/m³,28.530785,77.271255
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,190,µg/m³,28.531346,77.190156
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,177,µg/m³,28.5504249,77.2159377
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,268,µg/m³,28.822836,77.101981
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,116.03,µg/m³,28.588333,77.221667
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,57,µg/m³,28.563262,77.186937
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,272,µg/m³,28.815329,77.15301
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,267,µg/m³,28.56789,77.250515
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,238.1,µg/m³,28.7500499,77.1112615
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,165.5,µg/m³,28.656756,77.227234
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,290,µg/m³,28.628624,77.24106
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,245.48,µg/m³,28.5512005,77.2735737
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,182.7,µg/m³,28.639645,77.146262
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,245,µg/m³,28.695381,77.181665
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,243,µg/m³,28.636429,77.201067
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,320,µg/m³,28.699793,77.165453
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,293,µg/m³,28.73282,77.170633
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,243,µg/m³,28.647622,77.315809
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,167.34,µg/m³,28.5918245,77.2273074
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,228,µg/m³,28.7762,77.051074
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,224,µg/m³,28.58028,77.233829
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,229,µg/m³,28.498571,77.26484
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,271,µg/m³,28.674045,77.131023
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,272,µg/m³,28.672342,77.31526
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,228.9,µg/m³,28.5627763,77.1180053
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,127.57,µg/m³,28.6514781,77.1473105
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,251,µg/m³,28.5710274,77.0719006
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,211,µg/m³,28.611281,77.237738
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-04T00:15:00+00:00,2021-11-04T05:45:00+05:30,pm25,302,µg/m³,28.623763,77.287209
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-04T00:00:00+00:00,2021-11-04T05:30:00+05:30,pm25,199.53,µg/m³,28.60909,77.0325413
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-04T00:00:00+00:00,2021-11-04T05:30:00+05:30,pm25,250.76,µg/m³,28.6573814,77.1585447
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,127.57,µg/m³,28.6514781,77.1473105
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,296,µg/m³,28.674045,77.131023
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,267,µg/m³,28.530785,77.271255
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,267,µg/m³,28.815329,77.15301
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,171.57,µg/m³,28.7256504,77.2011573
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,156.37,µg/m³,28.5918245,77.2273074
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,187.1,µg/m³,28.656756,77.227234
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,228,µg/m³,28.7762,77.051074
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,219,µg/m³,28.498571,77.26484
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,291,µg/m³,28.699793,77.165453
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,224,µg/m³,28.58028,77.233829
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,255,µg/m³,28.570173,76.933762
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,268,µg/m³,28.822836,77.101981
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,157.68,µg/m³,28.639645,77.146262
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,304,µg/m³,28.73282,77.170633
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,299,µg/m³,28.628624,77.24106
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,244,µg/m³,28.6811736,77.3025234
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,177,µg/m³,28.5504249,77.2159377
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,264.56,µg/m³,28.5512005,77.2735737
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,238.1,µg/m³,28.7500499,77.1112615
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,277,µg/m³,28.672342,77.31526
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,190,µg/m³,28.531346,77.190156
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,251,µg/m³,28.695381,77.181665
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,116.03,µg/m³,28.588333,77.221667
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,250,µg/m³,28.5710274,77.0719006
5570,"Aya Nagar, Delhi - IMD",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,215.79,µg/m³,28.4706914,77.1099364
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,234,µg/m³,28.647622,77.315809
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,272,µg/m³,28.710508,77.249485
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-03T23:45:00+00:00,2021-11-04T05:15:00+05:30,pm25,313,µg/m³,28.623763,77.287209
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-03T23:30:00+00:00,2021-11-04T05:00:00+05:30,pm25,199.53,µg/m³,28.60909,77.0325413
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-03T23:30:00+00:00,2021-11-04T05:00:00+05:30,pm25,231.93,µg/m³,28.6573814,77.1585447
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-03T23:30:00+00:00,2021-11-04T05:00:00+05:30,pm25,57,µg/m³,28.563262,77.186937
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-03T23:30:00+00:00,2021-11-04T05:00:00+05:30,pm25,237,µg/m³,28.636429,77.201067
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,232,µg/m³,28.611281,77.237738
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,116.03,µg/m³,28.588333,77.221667
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,251,µg/m³,28.695381,77.181665
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,250,µg/m³,28.5710274,77.0719006
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,273,µg/m³,28.822836,77.101981
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,206,µg/m³,28.570173,76.933762
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,304,µg/m³,28.73282,77.170633
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,260,µg/m³,28.56789,77.250515
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,272,µg/m³,28.710508,77.249485
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,267,µg/m³,28.530785,77.271255
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,313,µg/m³,28.623763,77.287209
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,227,µg/m³,28.7762,77.051074
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,267,µg/m³,28.815329,77.15301
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,219,µg/m³,28.498571,77.26484
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,277,µg/m³,28.672342,77.31526
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,217,µg/m³,28.58028,77.233829
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,211.6,µg/m³,28.7500499,77.1112615
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,291,µg/m³,28.699793,77.165453
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,307,µg/m³,28.628624,77.24106
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,275.3,µg/m³,28.6811736,77.3025234
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,166.54,µg/m³,28.7256504,77.2011573
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,174,µg/m³,28.5504249,77.2159377
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,114.42,µg/m³,28.6514781,77.1473105
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,217.75,µg/m³,28.5627763,77.1180053
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,159.74,µg/m³,28.639645,77.146262
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,151.53,µg/m³,28.5918245,77.2273074
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-03T23:15:00+00:00,2021-11-04T04:45:00+05:30,pm25,253.16,µg/m³,28.5512005,77.2735737
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,214,µg/m³,28.636429,77.201067
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,231,µg/m³,28.647622,77.315809
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,250,µg/m³,28.674045,77.131023
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,59,µg/m³,28.563262,77.186937
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,225.24,µg/m³,28.60909,77.0325413
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-03T23:00:00+00:00,2021-11-04T04:30:00+05:30,pm25,235.22,µg/m³,28.6573814,77.1585447
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,249.52,µg/m³,28.5512005,77.2735737
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,211.6,µg/m³,28.7500499,77.1112615
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,278,µg/m³,28.815329,77.15301
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,309,µg/m³,28.672342,77.31526
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,116.03,µg/m³,28.588333,77.221667
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,206,µg/m³,28.570173,76.933762
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,231,µg/m³,28.647622,77.315809
5570,"Aya Nagar, Delhi - IMD",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,219.24,µg/m³,28.4706914,77.1099364
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,283,µg/m³,28.710508,77.249485
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,254,µg/m³,28.695381,77.181665
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,174.94,µg/m³,28.639645,77.146262
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,179,µg/m³,28.531346,77.190156
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,227,µg/m³,28.7762,77.051074
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,285,µg/m³,28.699793,77.165453
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,267,µg/m³,28.5710274,77.0719006
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,114.42,µg/m³,28.6514781,77.1473105
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,217,µg/m³,28.58028,77.233829
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,206,µg/m³,28.498571,77.26484
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,309,µg/m³,28.628624,77.24106
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,214,µg/m³,28.636429,77.201067
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,174,µg/m³,28.5504249,77.2159377
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,273,µg/m³,28.822836,77.101981
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,227,µg/m³,28.611281,77.237738
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,164.26,µg/m³,28.7256504,77.2011573
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,250,µg/m³,28.674045,77.131023
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,235,µg/m³,28.530785,77.271255
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,327,µg/m³,28.623763,77.287209
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,181.5,µg/m³,28.656756,77.227234
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-03T22:45:00+00:00,2021-11-04T04:15:00+05:30,pm25,275.3,µg/m³,28.6811736,77.3025234
